node,community
CG7028,2
TIM,3
SOX102F,3
CG1722,17
MYO95E,2
SWA,4
OGT,2
CG14563,0
OSEG4,0
CG2519,17
NUP214,0
OBST-B,6
CG4756,28
CG12576,32
EBI-187807,19
CG15530,28
APC,19
CG17129,5
EBI-205042,10
TOM,19
CG12784,19
PUM,21
CG11498,8
TKV,17
CG3162,6
EBI-178555,1
CG15172,6
CG10435,4
CG6934,5
EBI-82749,5
CG8902,21
MRNA-CAPPING-ENZYME,21
CG8449,2
EIP63F-1,4
CG10068,10
CG12155,19
L(3)07882,19
CG2246,10
DRL,10
EBI-109541,0
CG32100,6
CG17153,6
CG14456,6
ALH,11
SPAG,6
L(1)G0022,17
CG10157,2
CG4290,19
MTSSB,19
CG14718,6
EBI-133234,8
LCS,12
EBI-174496,17
EBI-157685,24
CG13531,0
CG15352,0
CG32685,15
KEK5,6
CG17124,17
PFK,21
HEL25E,7
CG3573,12
CG15356,0
EBI-108054,6
CG10035,19
CG7864,19
CG3639,19
CG6629,6
QM,12
CG9485,0
CG5346,6
MICAL-LIKE,6
MRPS33,8
GIIISPLA2,28
CG10357,4
TANKYRASE,6
FU2,19
LIN19,27
ROC1A,27
GFAT2,17
ATG8A,5
CG7597,2
MTTF,17
OSP,17
BI,17
CG3808,21
CG17991,9
CG1092,12
CG7840,0
EBI-126425,6
EBI-194287,6
SIZ,19
EBI-151815,21
EBI-101402,21
B4,11
EAF6,8
EBI-103483,8
KAP3,2
CG14608,10
CG9779,8
CG14542,12
CG6576,0
PBL,4
REF(2)P,4
EBI-194406,12
BTSZ,17
SNAP25,9
CG17237,22
CG5191,22
CG6981,8
RAN,24
CG17625,10
GP93,15
CG3800,22
SPT5,6
CG14215,2
TSH,19
CHORD,8
CG32223,28
CG14411,24
PP2C1,17
EBI-132897,6
CG5608,6
CG6448,15
CG11604,0
BTK29A,6
CG13394,0
CG18005,6
CG7716,25
CG12768,25
KP78B,2
CG13965,28
KEN,22
SEC6,6
CG11920,4
CDC16,9
CG31680,11
CG7324,4
CG6878,29
CG6758,2
OSI1,19
SEC61ALPHA,19
EBI-92490,17
SURF6,2
CG9306,6
EBI-105997,6
PDE8,3
CG5446,6
CG11659,0
CG10483,11
CG9747,21
CG8853,11
D19B,17
CG9972,6
EBI-250663,7
CG13813,19
MCM10,24
L(2)09851,2
CG14803,5
X11LBETA,19
CPR67FB,0
EBI-189350,8
ALPHATUB84D,1
BETATUB85D,1
CG9663,19
CG7465,0
ROQ,10
EBI-498899,3
I-2,15
CG1115,6
MAGOH,11
TSU,11
CG12203,5
TRK,27
CG3011,0
ATBP,6
ALPH,1
CG6380,15
CG11206,2
CG13049,19
BLP,8
SKPF,2
CG10730,24
IDGF2,0
EBI-106635,2
SRA-1,17
FD3F,24
P5CR,24
EBI-146492,19
SLOU,19
BG4,22
VM34CA,0
LVPD,24
CG4836,24
EBI-135102,2
CG8600,21
CG12567,28
CG17294,5
CG13950,5
FH,0
RAB21,2
CG1552,21
RUNX3,23
CG9269,11
EBI-147704,6
RECQ5,19
CG3819,42
CG14658,42
CG5011,11
CG7197,9
EPSILONTRY,2
RHOGEF2,4
CG14193,23
ASRIJ,9
CG6293,2
CG1077,9
CG4753,19
TEH4,2
BOL,0
PGRP-LA,2
CG15638,9
CG10992,0
CG14521,0
CG6789,28
ALK,17
EBI-146031,17
EBI-254285,5
RO,3
EFTUM,15
PHO,28
SUT2,5
BC10,0
CG4882,6
KAT2B,12
JIL-1,12
LOLA,12
ADAT,4
CG14812,4
NRX-IV,17
POR,22
CG5874,19
CG4788,0
CDC45L,24
SEP1,2
CG9932,17
CG16896,4
EBI-125749,17
CG6276,6
CG4785,19
TWI,22
EBI-152694,43
CG3309,17
PROSBETA5,7
RPN11,7
SPN7,5
CG10825,1
CG6355,10
TFB2,11
CG11268,15
EBI-90241,15
CG6860,15
RPS15AB,0
MRPL38,0
CG9593,0
CG33109,2
PDM2,17
NONA,27
SEC13,27
CYP6A20,5
CG7145,0
EBI-279839,1
RPL34A,1
QTC,19
TAF12L,6
EBI-159914,19
EBI-213375,4
CG31624,6
RPL6,24
FAF,19
VAS,11
CG10671,19
CG3563,6
CG3651,6
EBI-192705,6
CG3678,29
CHD64,0
EBI-228648,0
HS6ST,6
CG10914,19
CG4068,3
MRPL12,24
EBI-213691,5
CG9928,5
GCN5,12
ROBO3,19
CG18375,24
PK61C,2
HEP,2
EBI-140119,0
RN-TRE,19
CG3860,21
Y,21
EBI-128025,6
CG15330,28
CG4546,28
EBI-173125,10
CG5402,8
CG3165,6
GATAD2B,12
CG10948,6
CG14427,24
UNC-13,10
CECB,19
EBI-1629467,2
P16-ARC,12
CG30493,9
CG33932,4
SKF,4
CG13822,2
CG12534,7
EBI-183849,6
CG8568,19
CG31820,19
SLS,10
CG14655,24
CG31446,2
CG31324,6
CPX,8
HSP67BC,8
CG13893,27
VN,22
NMD,15
CG6178,0
CG5118,4
UNC-104,17
CG14696,19
ANTP,2
CG9240,10
CG3014,17
CYP6A9,2
CG2107,28
EBI-147771,28
EBI-140138,4
IRK2,19
GCKIII,7
MAV,7
GLOB1,19
EBI-141739,0
CG7546,12
CG4893,3
EBI-113600,6
L(3)70DA,3
DNK,3
PHK-3,21
EBI-159356,2
MEI-41,17
CG4963,19
CG11970,19
EBI-114852,12
CG1316,21
EBI-127713,19
EBI-105513,5
GW,5
GUG,23
ATF-2,19
CG6660,0
ALP23B,0
RPN1,7
VKG,17
CG11591,10
CG9336,4
AP-2SIGMA,0
CG13674,19
HSC70-5,28
CPR65EA,29
CG18094,2
CG12984,24
CG18063,24
PTP69D,2
EBI-169472,11
EBI-172372,17
FZ4,19
CG4025,8
CG7366,2
CG32062,7
NMDYN-D7,5
CG12001,5
EBI-109435,0
CG31961,6
CG4769,17
SRP9,28
CG17127,19
CG34355,19
CG13189,15
EBI-119557,4
CG13097,4
EBI-164158,22
EBI-123950,19
CG5003,2
NEB,15
SNM1,17
NEUR,22
CG12025,19
OBST-G,3
CG15293,3
CG3328,3
EBI-97245,10
EBI-84573,6
CG1017,6
EBI-160187,0
CG15425,21
GRH,24
ALPHATRY,19
CG34357,2
CG5866,19
CG3704,44
CG10222,44
CG4980,22
CG12975,22
CG9727,9
CG1815,17
EBI-177843,19
CG1486,5
EBI-187156,0
EBI-116343,2
ATG4,5
VELI,4
GATAD,28
CG4420,7
CG11971,8
EBI-166068,3
DCP-1,8
EBI-115868,28
CG6283,9
CG7338,8
SQD,4
SOX15,0
DOM,17
CPR49AE,6
CG15515,6
EBI-168541,6
ANNIX,3
EBI-91197,3
CG4655,10
CG9948,27
CDGAPR,7
EBI-174007,11
HDAC3,11
CG1231,11
CLC,3
CG2875,2
CG1309,8
RPL22-LIKE,28
DJL,28
CG17025,19
CG6937,32
CG3679,22
CG17075,6
CG7492,21
CG10472,19
ECT3,0
CG9192,0
CG1307,3
CG2260,3
CG11188,6
EBI-176229,21
EBI-168101,4
BIB,22
NFAT,7
CG4552,2
EBI-173932,9
128UP,4
CG4829,29
CG14356,6
CG13096,17
HPH,0
DEAF1,6
CG13296,3
CG10353,3
LIN,6
AXN,3
SCAMP,15
CDSA,11
ECO,6
CG7331,2
EBI-104570,17
CG3214,24
LPR2,21
JON99FI,0
CG11727,12
CG7770,32
CG4066,28
CG9921,28
SRAS,0
CG17122,8
G9A,19
CG14422,8
CG3394,10
CG11474,4
EBI-148568,6
ASP,6
CG14098,0
ATPSYN-GAMMA,6
CG14946,2
CG4841,24
L(2)37BB,0
RANBP21,28
CG7277,19
CG15745,3
EBI-472166,45
EBI-184775,45
EBI-92608,24
SU(F),0
CG9300,2
HTT,22
GB,19
CG18810,1
CG9722,28
SMID,0
CG2975,11
EBI-155088,12
CG14408,6
EBI-162907,10
CG9922,1
GAMMATUB37C,2
TPPII,6
CG12017,19
MED11,3
START1,11
CG12016,4
RPL27A,5
CG9795,22
CG5589,17
CG6766,0
FAN,6
CG3590,6
EBI-200489,6
CG9437,0
RETININ,15
PGLYM78,4
EBI-162230,28
CG32387,4
CG9377,11
BABO,17
PATJ,17
KLP31E,6
E2F,12
CG10395,2
CG32479,7
EBI-103334,6
CRL,6
EBI-137286,6
CG30217,28
CG7081,29
CG32549,0
HR39,2
EBI-122850,5
EBI-181534,3
CG32226,6
CG15012,8
CG9286,1
LIMK1,19
CG6259,19
CG32532,22
CG13622,9
EBI-497714,2
EBI-182405,2
CG15153,4
CG34354,0
EBI-128947,4
RPS5A,17
CG13369,7
14-3-3ZETA,3
EBI-2110861,6
SCRA,8
CG13309,19
CG13330,17
CG17803,6
CG4119,10
DEC-1,27
CG3192,11
MRPL17,19
CG14024,17
CG17838,12
EBI-176241,0
FWD,10
LTD,46
CG31076,46
DAAM,6
OR67C,1
CG4972,27
CG6333,6
EBI-100039,17
CG31886,47
CG3702,47
EBI-152055,24
SYND,22
CG14855,9
CG10413,6
RFC3,27
RFC40,27
EIF-4E,4
CG11710,24
EBI-179577,4
EBI-200992,19
CG10339,7
EIF4A3,11
EBI-116800,6
CG15914,6
CG31253,11
CG14451,6
CG13564,8
CG6673,6
CM,6
CAT,0
CG12995,24
CG1240,3
CG5017,6
TEHAO,22
CG14609,10
CTNNB1,3
EBI-101954,6
PGRP-LE,7
MIB2,22
CSP,9
ELONGIN-B,15
EBI-93397,4
CG4064,4
EBI-466705,2
CG14568,9
CG13397,19
CG3371,8
IPP,11
CG8541,0
CG6567,0
CG9463,6
CG10809,0
CG6652,19
CG13466,24
NUMB,21
APKC,21
TOPI,11
EXO84,10
CG2182,4
CG18788,22
EBI-190958,6
CG17370,24
EBI-191815,6
CG7768,19
CHRAC-14,4
CHRAC-16,4
FER1,17
CG4363,0
EBI-471919,2
MSL-3,24
CG18811,3
CG2129,8
FJ,3
CG5075,3
JEB,17
POXN,19
CG17190,0
CG6126,5
CG9941,6
EBI-150454,15
CG5787,15
EBI-203500,2
SDC,2
CG12609,5
TIM8,5
CG3004,19
CG9509,1
CG14247,15
CG8814,9
CG16708,6
RPLP2,17
CG6763,24
SNF1A,17
CG7262,24
EBI-86506,0
BT,11
HR96,6
CG7789,0
CG30169,10
GLEC,6
TOTM,0
EBI-127360,19
TGY,29
EBI-146089,29
VHA100-1,0
EBI-225746,12
CG13675,0
CG7220,4
EBI-158196,17
CG31365,6
CG5147,6
CG6040,6
EBI-175763,11
CG7296,2
CG11695,7
CG4061,4
GCN2,19
CG2010,2
EBI-175712,19
MSPS,1
CG2258,19
CG18598,8
EBI-193871,0
Z4,17
EBI-204756,6
CG15735,6
CG13125,6
CG31358,48
TRXR-2,48
DSK,5
L(2)03659,17
CG14932,8
CG4747,8
CG14905,6
EBI-165212,6
CG10189,11
CG6630,2
ZFH2,3
CG32068,0
CG17323,19
CG10903,2
CG10252,0
NEDD8,7
CG6662,4
EBI-254523,19
EBI-161433,33
CG3560,6
RAW,17
CG14101,25
CG12179,25
CG31708,10
EBI-119782,5
RPL40,7
CG14419,0
CPR65AV,5
TEPIV,24
CG8032,11
EBI-869694,11
TFIIB,19
EBI-189492,1
CG6020,1
CG15478,4
CG3649,4
NSF2,0
ARF51F,21
SEC63,21
L(1)G0007,0
CG1958,15
CG13377,9
FAS,2
CCHL,2
CG5906,2
CG4955,2
EBI-212825,19
V(2)K05816,17
RH2,28
CG6845,6
CDI,10
CSN7,22
METL,22
PSN,22
CG11968,8
CG8184,23
DLT,17
PTP4E,21
FUCT6,21
CG6094,19
NRT,19
CG4557,12
CG32267,21
NCT,22
CG10274,6
PON,21
CG18262,12
PLEXA,17
CG9394,17
CG1753,4
UBA1,17
CYT-B5,19
FAD2,19
SAC1,15
VAP-33-1,15
EBI-167567,4
BUB3,29
CG17912,29
RPS30,6
CG9172,2
GARZ,3
CG3548,21
SU(DX),2
IDGF4,15
CG14867,0
EIG71EE,7
CG7009,19
CSN5,11
LAT,24
ORC2,24
CG9356,0
SLP1,0
SSB-C31A,0
CG11034,24
CG14232,0
CG32230,21
EBI-95841,19
LVA,11
GSB-N,6
CG15649,29
CG13131,6
CG14199,19
EBI-140936,5
CG6340,5
MRPS6,10
TOP2,12
CG14424,6
PLEXB,2
SYD,2
CG9213,21
ARR,22
MSN,15
RUMI,21
CSAT,6
ACPH-1,24
ENDOS,7
SYN2,32
CG9626,32
AUST,6
CG15572,19
EBI-104054,28
CG3529,22
CG13502,21
IP259,21
CG13133,2
CG7024,1
CG15080,17
CG3857,17
EBI-251221,17
L(1)G0431,6
CG3499,2
TPR2,29
OS-C,17
ODD,6
EPSILONCOP,19
ALPHACOP,19
SNA,15
CG34415,2
EBI-84624,10
BIGMAX,6
CG17560,11
CG13134,6
CG18735,2
CG31025,15
EBI-229599,7
CG5815,1
EBI-220185,1
CG5397,6
NOP5,27
EIF5B,11
SNAMA,0
CG14322,17
EBI-146264,19
EBI-97653,8
CG3739,8
CG12813,8
IMP,22
CG7047,2
SIRT7,6
PNT,24
EBI-179939,4
PATSAS,5
EBI-98834,6
CG10277,2
KAZ1-ORFA,19
CG6478,17
CG18754,2
AP-2,9
CG10440,9
INX2,0
CG6498,17
CG4484,17
EBI-101025,6
SIDE,2
NETA,6
MKRN1,0
CG34352,2
L(2)37CE,28
CG8909,19
CG4324,3
EBI-1154754,22
CG7049,15
CG32000,2
CG11015,6
CG5484,8
EBI-162439,49
CG8665,49
T48,21
ACON,21
MORGUE,12
CG16734,11
CG32683,44
GAD1,17
L(1)G0255,4
RDGB,17
EBI-163966,19
CG11714,22
RTET,9
CG12918,21
GAMMATUB23C,21
CG17819,9
GSTD1,9
PTPA,6
RPS27,6
CG5104,22
CHRB,7
CG5273,4
SMG1,3
EBI-182982,7
CG10306,27
EBI-201281,27
FCP26AC,15
CG14416,19
EF1BETA,19
TAK1,4
CG10949,9
EBI-137434,4
CG1354,22
CG18012,6
CG11593,2
CG14567,0
CG32791,8
CG32207,0
ABS,24
COG3,17
EBI-100325,2
HLHMDELTA,23
CG11698,6
KATANIN-60,10
EBI-106745,7
EBI-75219,24
EBI-93425,0
EBI-159995,6
HGO,50
CG17257,17
CG4069,4
GUKH,15
CG14926,27
NOP60B,28
CG6480,12
CG3016,19
CG16969,6
CG13879,2
EBI-149098,0
CG32676,22
PGI,0
CG10904,6
CG13545,8
EBI-191301,17
MST35BA,11
DMRT93B,0
EBI-176604,19
FS(1)K10,0
EBI-212772,19
CG15544,4
TUB,22
CYP9B2,1
NOPP140,28
MARF,2
CG15589,2
YELLOW-D,2
CG32297,28
IPK2,27
CG33052,23
CG10340,19
NUDE,6
CG7519,51
CG8003,51
EBI-187175,6
TFIIA-S,6
CG12121,17
CT,3
CG9393,8
CG32352,22
CG16853,15
EBI-120332,0
CG4743,12
EBI-256984,10
CG8066,52
PROS26,52
TOE,3
CG3829,9
W-CUP,5
CG15347,21
CG32444,25
ADH,24
CG5375,11
EBI-111955,2
HLH106,17
DG,12
EBI-141560,23
FAS2,24
EBI-157427,21
CG4537,29
EBI-120797,12
PK34A,7
CG5127,19
CG31559,6
CG6610,15
CG9821,7
EBI-98108,0
CG8097,6
CG12620,15
NNP-1,15
NKD1,22
PRESTIN,4
CG14965,6
RAB27,21
CG3262,15
CG15739,0
EBI-107683,6
VANG,22
OATP58DB,17
CG6453,3
SCP1,17
MST89B,19
CG4393,28
FS(1)N,17
CG4502,24
CG4389,22
PDCD-5,6
CG5707,17
CG4936,3
CG12161,19
CG7466,17
CG3825,15
RLB1,8
CG10513,8
CG9134,12
O-FUT1,22
EBI-113802,22
EBI-94833,8
NETB,22
CG10133,6
CAPU,4
SU(VAR)3-9,24
ATP7,6
APLIP1,2
PI3K59F,0
CG1970,0
EGFR,22
CG14448,0
CG9281,15
CG13728,0
CG14414,49
EBI-105473,27
EBI-121814,0
CG7192,2
EBI-178291,0
CG5676,5
EBI-149092,6
VLS,17
CG13634,6
CG3368,8
EAP,8
CG6656,17
CG17478,5
EBI-85702,28
CYP318A1,9
CG8677,17
EBI-144341,7
SGL,22
CG8816,21
NLP,12
SPHEROIDE,19
EBI-170347,0
CG5807,12
RPII140,0
BSG,24
CG7011,17
CG13862,3
SOX100B,3
ETATRY,4
FLFL,17
DAMM,3
TRAL,23
EBI-116304,17
SOS,6
E(Y)1,12
CG14907,19
WOR,40
CG7144,15
FCP26AA,21
EBI-169125,28
PGRP-LB,17
CG16790,17
CG4415,5
EBI-273823,5
SEC8,28
DAB,5
CG7946,17
TWS,2
CG8840,24
EBI-233497,6
CG2919,17
CG12560,10
CG5569,7
CG2701,6
CG17593,21
CG18594,8
SMI21F,2
CG15784,6
CG11679,6
SMSR,19
STG,7
EBI-83327,17
CG14435,2
EBI-172960,8
BC,24
EBI-499699,17
CG11574,5
CG9302,5
RFESP,19
EBI-172635,6
CG6688,6
CG1674,21
MS(3)K81,7
EBI-118979,17
CG11133,2
EBI-114225,6
EBI-90217,9
HB,23
KR,23
RHOGAP93B,3
RAB3-GEF,17
CG18131,11
CG33174,4
CG8372,19
CG17600,0
CG31125,17
DPT,6
CG33097,5
EBI-143525,6
RPII15,3
FZY,0
CG17319,21
CG10354,4
EBI-88141,5
DIS3,4
CG11835,5
CG12402,2
SNRNP70K,6
CG4789,21
UPF3,6
DNASEII,4
TPNC73F,4
CG31392,0
EBI-111335,8
CG8213,17
IM3,6
CG3305,24
CG6304,4
DIP1,6
AST,8
AR-2,8
COMT,17
CG14062,12
CG15365,8
CG15747,6
EIF4G,28
ARI-1,6
EBI-103891,21
EBI-101606,11
CG8136,24
EBI-98305,6
CG10175,7
CG11638,24
YL-1,10
CG15133,3
SF2,2
CG11852,11
CG3332,28
PS,12
ECA,17
CG18596,5
BETAGGT-I,2
EBI-108044,17
CG5746,6
CG18180,19
EXT2,32
CG18143,32
EBI-261930,6
EBI-172258,0
CG18271,11
CG4942,0
EBI-90236,53
EBI-91956,6
CG6412,6
CG17746,2
FANCD2,7
EBI-117615,19
CG4313,0
CG17328,19
SEMA-1B,17
EBI-106843,8
WKD,2
CG13641,0
CG4766,2
FLO,17
PLX,21
CG9508,0
CG12684,19
CG10396,4
RHOGEF3,0
CG3348,15
CG7298,10
GASP,24
CG3061,17
CG13349,2
EF1ALPHA100E,27
L(2)05714,6
CG17293,0
CG7224,24
CDC42,2
CG3003,17
CG11660,3
TRX-2,2
PTP-ER,17
CG15200,2
CG3088,4
EBI-164632,21
CG7800,6
CG4701,28
CG1234,8
CG31431,9
L(2)44DEA,9
EBI-120394,6
TEAD1,17
PLIP,4
TM2,22
CG32594,11
CG15283,24
EBI-186411,24
CG4364,0
BEAT-IA,24
CG11771,10
SR-CI,4
EBI-300331,12
RBF,12
EBI-116450,15
CG9628,17
OBP57A,0
LBR,0
SMD3,0
CG4269,2
CG10166,19
SER,22
SPAS,6
EBI-97913,0
DPA,24
OTE,8
SVR,15
CG5439,0
CG6753,2
CG5355,17
CG13040,0
CG7526,11
CG3987,17
EBI-89349,10
CG32512,17
EBI-129638,6
NERFIN-1,17
EBI-180312,0
CAV,24
CG7356,6
CG4991,1
CG31909,6
CG9578,0
CG11009,22
EBI-172235,6
CG2862,21
CG8145,17
CG13605,6
CG17928,28
EBI-208203,15
CG14879,5
ACJ6,17
CG10470,17
CG14054,6
CREBB-17A,17
CG6322,0
MUD,6
EBI-153587,6
CG9775,23
CG5103,6
CG14814,0
CG15208,0
CG1971,4
ACOX57D-D,17
CG14928,6
RUT,19
CG9674,12
STL,6
CG12204,6
BETACOP,9
ARC-P20,12
CG6241,8
EBI-93918,8
CG15445,11
CG10466,6
CG9914,11
EBI-188360,21
REP1,6
CG17024,2
EBI-138946,6
RPL35,0
PCX,2
CG31133,0
CG11722,7
LILLI,4
CG15047,17
CG4395,4
CG34362,0
RPL8,15
EBI-126476,15
SHI,3
INX3,7
CG7810,6
EBI-177314,10
EBI-1632104,2
NLE,2
EBI-110172,8
CG13711,6
CG6463,27
CG1342,0
EBI-84709,3
CG15173,8
NHE1,0
JON65AIII,0
CG5599,6
OR42A,7
CG14830,32
CG2617,32
DESERT,2
CG7568,6
EBI-102464,8
JIM,2
CG9812,0
CG16791,28
BEAF-32,2
CG5558,11
EBI-665803,24
EBI-195758,6
CG2493,0
YURI,2
RPT4,7
EBI-220621,4
CG5516,6
EBI-88379,4
DPP,17
EBI-121415,17
OME,4
FUCTD,4
EBI-138930,19
TTV,32
CPR65EC,0
CG9646,8
CG10311,54
CG31643,54
UND,6
ALPHATUB67C,6
CG2225,24
CG17255,0
ACTN,10
CG14983,5
CTR1A,15
CG9894,15
CG17999,3
EBI-152771,0
CG4577,6
CG5237,2
CG8141,6
EBI-665797,24
TEPII,17
MRPL24,6
CG12592,19
CG12378,4
CG17272,19
ARF79F,9
SCAT,6
CG31475,9
CG8420,11
CG10908,15
EBI-171485,10
AP,24
CG9778,0
TOU,2
DOT,2
CG9004,17
GPRK2,3
CG13190,6
DEL,6
CG15309,2
CG10623,6
CG3911,29
CG17380,6
CG32133,17
CG11750,17
CG14186,9
EBI-235143,9
CG6179,28
PIT,27
MRPS24,7
LAC,8
CG14939,2
CG3781,23
JHI-1,8
LIG3,2
CG17707,9
CG6455,23
CG9101,27
CG13087,6
CG32176,3
CG10589,5
CG1578,17
LAR,2
TANGO9,24
CG6951,11
CG5337,11
CG3764,3
CG14222,0
CG4404,19
CKA,0
CG5284,29
CG13310,5
QKR58E-3,8
MRPL32,4
CG7200,23
EBI-179517,6
CG15209,0
CG4957,7
NDL,55
CG3363,10
CG4860,22
CG17931,9
CG2931,17
EBI-180708,15
F,17
CG9318,7
EBI-133803,6
VHA44,1
EBI-2109239,1
HS3ST-B,19
MKP3,17
EBI-149432,25
EBI-2012532,56
EBI-83821,27
CG11253,4
CG7207,0
TANGO4,7
TRE1,7
CG10075,6
CG5078,24
CG7326,12
CG2034,0
CG6907,0
L(2)K14505,0
TSP33B,15
TSP86D,15
CG32850,0
CG7156,17
CG4199,8
EBI-115599,0
SCPX,1
CG5087,24
RFABP,21
CYP6A19,24
CG5214,0
CG32280,19
EBI-128833,21
EBI-190712,0
JON66CII,21
LAMA,21
CACT,22
EBI-103780,11
CG10855,2
SKPB,2
EBI-157105,5
CG11391,21
CG31672,19
EBI-221089,6
BALDSPOT,8
L(1)DD4,21
CG9850,21
CG12241,6
CG14570,0
EBI-188086,0
EBI-153274,19
CG12672,8
CYP28D2,8
ARF102F,9
EGL,6
EBI-146828,19
CG8086,0
CG11269,22
CG18858,10
CG13366,17
EBI-123290,0
GCM,0
EBI-498019,22
EG,23
BBX,10
HNF4,4
CG32706,21
CG5315,27
L(2)GL,21
CG5618,9
ORCT,0
CG11790,28
EBI-130849,0
CG8142,27
CG31688,17
CG6481,11
FBP,19
CG7556,0
CG12885,4
CIP4,3
HSP60,17
CG5860,12
CG31158,17
CG14882,3
EBI-115928,0
CG12994,15
CG12547,2
EBI-90156,2
PDK,6
ALDH,8
EBI-192122,0
CG5991,4
FIG,5
CV,19
CPR23B,19
CG16756,29
CG5969,24
OSK,11
KNRL,19
CG3430,6
EBI-160813,10
EBI-144082,0
CG4562,17
CG9389,4
CG14231,7
A10,12
CG13760,2
CG4553,19
CG13075,19
GR58B,0
CG6418,6
CG5973,22
OR49A,10
RABX5,2
RHOGAP18B,0
NUP75,17
DS,3
CG4983,25
CG4279,21
EBI-1630331,2
CPR65AX2,17
EBI-88803,28
CG30344,8
MRPL14,8
PEBII,29
CG11284,0
JOG,15
LOK,2
CG11583,21
CG2909,3
CG14258,2
MHCL,17
EBI-112411,7
FRQ1,6
CG10862,8
TUN,19
CG1368,0
CG1847,17
EBI-110730,32
CG1273,6
CG17658,15
CG12116,15
CG9773,15
CG9809,11
GSTS1,22
DELTACOP,0
EBI-101212,6
LSD-1,57
CG14453,57
DDB1,17
CG7713,4
SKTL,15
SEC3,2
UNC-115,0
CG10700,8
EBI-167711,17
RBPJ,22
TRA2,10
EBI-424900,3
EBI-1627435,2
PIS,8
LOJ,4
CG7071,7
CG14164,6
L(1)G0168,17
CG3222,2
CRQ,4
EBI-149729,17
CG32164,17
DPLD,6
GWL,0
EBI-189814,2
EIG71EK,8
SU(VAR)2-10,24
MED30,3
CG17180,2
EBI-150889,4
AATS-ARG,19
CG17376,19
CG40006,0
CG4709,7
EBI-148303,10
EBI-178130,6
CG14147,19
CG11577,19
CG4641,6
EBI-182021,19
CG8360,19
MRPL30,7
CG11538,21
EBI-130468,19
CG30077,6
CG4702,0
JON74E,21
CG8351,4
EBI-233088,15
DSD,3
CG9360,6
EBI-113903,11
CG5522,10
CG11444,2
DEBCL,27
CG14297,8
CG15042,4
PSF1,6
PROSBETA2,7
EBI-252067,29
SP1,12
TOTC,0
CG1440,0
MEX1,4
CG7045,19
RPS4,11
CG5835,4
EBI-139944,6
CG14102,58
CG5958,58
WDN,6
EBI-130549,24
EBI-188322,6
AB,22
CG32598,5
ASH2,6
EBI-140860,23
EBI-153666,6
CG5515,5
EBI-113474,21
CG2767,21
IPOD,19
CG16935,28
EIP71CD,3
CG11594,0
CG12746,54
CG12091,0
CG15313,28
EBI-96219,5
AATS-THR,12
CG16779,17
TSG,19
KIRRE,10
PN,8
PAL,6
EBI-2110845,22
SP1070,17
CG11865,5
EBI-191255,0
CG3640,2
14-3-3EPSILON,2
CG17344,59
CG9650,59
CG10326,8
EBI-96077,5
CG14956,17
NINAC,24
SE,9
EXBA,3
CG13311,19
CG1837,0
CG10092,21
EBI-108503,19
CG6697,17
CG14313,0
CG30423,19
CIB,8
CG8959,8
ANK2,22
CG4810,24
EBI-145656,3
ALPHA-ADAPTIN,21
CG14274,0
CG7987,2
EBI-146755,25
CG8786,6
CG6182,0
CG4892,24
PTTH,19
CG7766,28
EBI-191450,11
PROS,21
CG1646,0
CG32758,19
CG7309,1
CG14957,11
CG4483,60
BEAT-VI,60
RAB5,19
CCP84AG,19
CG14579,17
GCR(ICH),19
LID,17
DR,8
CG13599,22
CG5148,32
CG14645,19
CG13482,19
CHEB93A,22
ROE1,12
EBI-169340,3
CG3552,3
LACK,2
ACP26AA,3
SPEN,17
CHEA75A,6
CG5989,5
EBI-122357,2
CG15601,0
SICK,28
CG3645,9
CG11165,2
CG6059,6
ISWI,4
CG5180,9
TANGO14,7
CG15729,19
MGE,0
LAS,0
EBI-159475,0
CG31226,19
EBI-137132,1
ZETACOP,5
EBI-280684,0
CG16723,3
CG7646,19
CG5720,19
CG11786,5
CG7175,4
EBI-113191,6
CG3415,2
MPK2,28
CG32528,28
CG32972,17
CG4927,2
CG3754,6
CHRW,17
CBP,6
YELLOW-E2,15
CG32452,0
EBI-106536,9
CG7828,2
CG9247,15
CG18528,6
CG11791,8
MMY,6
CG14219,8
CG6915,3
CG13659,2
EBI-185298,2
DMRT11E,11
EBI-104725,2
CABP1,6
CG7637,4
EBI-178878,4
CG12680,23
PERITROPHIN-A,6
CG14715,7
CG4159,6
CG4042,17
EBI-165848,2
CG14341,22
CG7102,6
ARP8,6
CG3585,17
CG2025,6
CG5418,6
CG10802,9
SYN,5
EBI-117826,5
CG7054,24
CG13031,0
SYT7,4
SRP54K,17
CG7542,32
CG4362,7
HAY,24
OCN,19
JHEBP29,17
GRHR,19
PNR,21
USH,21
EBI-137497,6
PPD5,61
CG18666,61
CG32206,19
ACER,4
EBI-131642,22
TIM10,11
CG1950,11
CG14739,6
EBI-127250,6
CG14897,2
CG15376,11
CG5847,15
COPROX,0
FT,23
CG12262,0
CG3814,19
CG17217,8
CG9586,6
CG5623,12
CG7101,7
CG2652,7
EBI-107291,6
CG30427,7
SOX14,0
CG16863,3
CG4004,6
RSG7,2
QUA,3
CG17121,28
CG12798,8
CG5734,2
EBI-166480,23
SRA,3
ASE,23
CG12056,0
CG2765,15
MYOGLIANIN,19
SSL,2
CG16817,17
JING,3
CG6231,6
NEP2,24
CG6206,19
CG6674,2
EBI-137632,19
EBI-102727,15
OSA,10
