node,community
EBI-123236,0
CYCB,0
CG13964,24
CG8326,4
FU,17
CG32138,17
NUF,6
DCP1,7
CG10424,7
MAD,2
CG33936,28
C-CUP,11
PBURS,11
CG18624,19
CG10559,19
CG7048,32
CG5793,32
RECQ4,2
ECR,2
CG17186,9
EBI-181962,24
SIRT4,19
DRS,19
CG14387,2
TAF10,12
AP-50,0
EBI-172996,10
PAN,2
SU(W[A]),5
CG13576,24
CG7920,24
CG34396,25
CG6045,25
CG9246,17
CG4586,0
SAS,0
EBI-458904,2
EBI-101527,12
CG5903,27
CPR100A,0
CG12992,0
CG11286,2
CG13510,2
CG14625,6
CG1622,5
CG15523,17
EBI-134484,19
CG3925,2
EBI-237039,28
CG30421,2
CAF1,12
ERR,6
EBI-147266,4
CG13567,24
MAX,11
EBI-164534,6
CG14829,6
OPA1-LIKE,6
CG31224,17
ARD1,7
EBI-177882,17
CG9416,24
EBI-210182,24
CG7670,6
ALT,6
MED19,6
EBI-176762,6
RLIP,6
CG5804,19
CPR66D,28
EBI-265156,28
CG9925,1
NEP1,1
CG9876,0
CG2233,0
EBI-870796,17
VG,17
PERITROPHIN-15A,6
PROS45,7
RPT1,7
CG11163,4
NPLP1,6
CG10565,11
CG1636,27
CG17154,6
CG9468,4
CG16721,6
CG6196,11
RPLP0,19
DSX,0
RPL38,24
CG11006,0
CG17271,0
CG13047,0
GLI,17
CG31108,6
CG17107,28
CG18284,21
EBI-187422,10
CG3335,19
CPR92F,19
EBI-119728,19
CG3610,6
HK,6
CG7203,4
CG31054,19
CG32584,6
ORK1,6
L(2)37CG,21
EBI-122233,0
SFMBT,4
PGRP-LC,4
CG13041,6
PKA-C3,21
HOP,24
STAT92E,24
CG4830,6
CG31291,15
CG31797,6
CG14149,6
SPN-B,10
CG15524,6
PKC98E,0
ETS97D,11
EBI-221525,19
CG12321,19
CG11899,19
CG13996,24
EBI-168390,17
RPL27,10
MAPK8IP1,24
APPL,24
EBI-99546,11
EBI-205748,29
7B2,6
CG11248,6
CG18854,0
CG14354,8
CG11842,21
CG4022,21
WWOX,28
CG4820,6
CG1461,0
RPS27A,7
EBI-172270,6
CG3321,28
MOD(MDG4),0
EBI-152117,11
EBI-193710,11
CG32428,6
CG7265,15
CG8036,15
CAS,19
KAP-ALPHA1,6
IAP2,17
EBI-194303,17
EBI-202379,5
L(3)J2D3,6
MED26,2
TSG101,10
SC,23
RPL17,0
RAB4,2
CG5913,3
CG15177,0
LYSX,7
SRP54,5
HH,17
SMO,17
CG9902,23
CG18809,23
HEM,0
THR,3
ASX,12
CG18404,11
EBI-190238,10
CG17475,10
ELA,0
EBI-138643,2
EBI-145799,2
CG18764,6
CG5694,19
CG11201,23
CG9232,0
CG33096,6
CG9448,6
BORR,6
ARP66B,17
CG15865,0
EBI-130561,0
EBI-132327,5
CG7860,4
CG5144,21
CG3842,21
CG2247,2
CG13857,0
EBI-189834,6
WNTD,19
CG1553,15
NIPP1,15
CG6854,4
CG9989,27
PEP,27
CG7724,2
SHRB,8
NOC,0
MR,6
EBI-208575,8
FK506-BP2,8
ARC-P34,15
CG6843,5
CG4250,19
EBI-167069,22
CG12721,8
CG17331,7
NURF-38,17
CG5334,6
CG7352,6
ELOA,6
CAF1-180,17
CG9135,0
LCP2,0
CONT,24
CG6793,6
RPS20,6
CG7231,3
RAB11,6
EBI-170192,6
HRP59,8
EBI-226625,5
CG17567,19
RPL12,19
HSP67BA,21
CG17528,21
CG7381,0
CAUP,24
CG12379,19
YP1,19
NC,17
ARK,17
SLIF,6
EBI-190132,6
CG10366,6
EBI-186011,12
RPL37A,19
CG14220,0
CG11893,7
CG11377,7
CG13614,0
EBI-92943,2
CG6425,2
CG9915,2
UFD1-LIKE,2
CG3726,0
EBI-167512,0
CG13667,5
CG14977,17
HSP27,6
CG9130,19
CG14667,6
CG11696,6
VHA36,2
UMBREA,24
DRK,6
PI3K68D,6
CG7518,6
CG13474,6
BUFFY,17
EBI-190963,0
CANB,0
PROSBETA3,7
PROS35,7
CG10806,11
ARR2,19
CAMKII,19
CG14612,28
CG31802,17
CG5591,17
CG6808,17
CG7818,6
CG9297,6
CG12054,9
VIH,0
EBI-130934,6
EBI-147527,0
MHC,10
MYB,12
CSTF-50,0
NPC2,24
CG6523,11
PVF2,19
WOC,17
CG3880,3
CG17327,3
SU(Z)12,12
CHC,3
EBI-197069,6
CG7757,6
EBI-183075,19
VHA55,0
CG15912,19
CG34422,21
GPP,6
ROBL22E,15
EBI-159091,15
MIRO,19
DISCO,19
ODA,6
EBI-140590,0
RPII215,3
EBI-91664,6
ROX8,0
ALDH-III,9
ARF84F,6
EBI-1151669,3
SU(TPL),19
EBI-222860,28
CG2865,2
CG7191,17
CG10336,17
TOY,17
NC2BETA,28
PAV,4
TUM,4
CG3769,6
DCR-2,37
R2D2,37
EBI-187683,2
CG12607,0
TIN,21
EBI-174766,2
EBI-148755,0
CG32425,3
INSV,4
CG11134,4
ROBO,2
SCU,0
AAC11,7
HKL,7
ROP,19
CG31033,21
CG12362,6
CG10600,19
CG5440,0
CG3662,0
CG6416,15
XPAC,2
EBI-125429,2
CG10164,6
EBI-153363,6
EBI-161129,6
CG31122,19
CG14207,0
CG8675,0
KAPPAB-RAS,6
MAGE,21
CG13142,21
CG31244,15
KL-5,7
EBI-156955,0
CG11249,22
CG3942,22
CG10324,5
CG2678,4
ILP7,4
EF1GAMMA,24
E(R),2
MLH1,17
TEH3,6
REG,6
OR2A,5
EBI-218847,19
CG3711,17
CG17556,29
SEQ,2
CG12029,12
CG10754,12
CG33116,7
RHOGAP19D,17
CG3097,21
CG12477,8
EBI-198744,8
ABI,6
ST6GAL,0
CG5802,3
NMT,19
EBI-131530,19
TAF12,21
EBI-198806,21
EBI-131459,21
CG6506,19
CPR78CC,0
LCBP1,3
CG8927,0
CG34383,21
NUP358,11
CG6838,6
DYS,19
EBI-233810,6
CG2774,6
CG4576,23
CG2467,0
CG8188,24
ORG-1,24
DREDD,22
EBI-162173,4
KO,4
EBI-100654,4
DOD,24
PIM,3
RPL36,24
AMA,0
CG5107,15
EBI-185748,15
EBI-136768,6
CG7787,6
CG3838,0
CG13501,19
MLP84B,19
IM10,4
SEV,5
CG12200,6
CYP6A23,15
CG15364,19
CG17836,19
CG4704,21
MTNA,21
EBI-115404,4
CG15690,19
MRPS26,6
NOTCH1,8
CG17510,19
EBI-183535,6
CG6447,0
CG9527,2
CG32075,7
TACC,1
EBI-219078,11
CG9319,8
UGT86DA,0
CG17493,17
EBI-850217,4
RIG,2
HR46,2
RPS8,19
CG13067,0
EBI-113289,2
ING3,2
CG18476,2
VIG,4
ART3,4
CKIIALPHA-I1,6
CG15741,6
CG7955,6
CG3797,17
OATP26F,2
CG17776,15
CG13900,2
CG31111,3
CG14250,6
CG4998,0
EBI-205381,0
CG9917,0
DNC,21
EBI-251857,11
EBI-162629,24
ELB,0
CG3618,7
EBI-167906,32
CG4285,21
CG2713,7
EBI-259128,7
CG10462,6
CG15311,17
RPL11,21
FMR1,5
EBI-165604,0
CG8207,0
SLOB,3
RAB3-GAP,6
CG11658,0
ORC4,2
NTF-2,0
SIP2,6
EBI-96370,6
BJ1,2
CG14911,6
UP,0
CG10510,6
CG7056,0
VHAM9.7-2,28
CG9666,19
GTF2F1,19
TFIIFALPHA,19
DMRT99B,4
PHM,5
RPIII128,6
CG5376,6
FKBP59,24
JON65AIV,17
CG8177,17
EBI-244104,28
NEP3,2
CG2157,0
CG16978,9
EBI-194042,6
RAB3,0
MSR-110,10
MDR65,0
CG11381,0
JIGR1,27
BGB,2
CG17168,22
EBI-105213,2
EBI-85608,0
CG17325,0
CG15772,17
RIPALPHA,17
EBI-146896,19
CG2608,19
EBI-108714,6
CG13991,2
EBI-100350,10
CG10514,10
CG6163,6
CG9526,19
PYD,10
CG14359,0
ANCE-2,11
CYP316A1,11
CNC,19
CG1943,21
EBI-112513,21
CG32264,0
CG10205,0
CG6185,17
CG18135,6
CG14556,6
EBI-155060,29
CG34404,6
SSRP,12
MTF-1,29
PUC,24
EBI-137887,6
SAMDC,6
CG17283,4
CSN6,11
CG13511,2
SCM,12
CG13883,6
MEI-S332,6
CG12030,11
EBI-197479,6
TOP1,3
TOPORS,3
EBI-132366,0
PATH,0
CG13272,22
CYCD,2
I-T,15
WASP,3
EBI-496253,17
CG13322,27
CG6230,27
EBI-180418,6
PLL,22
EBI-129988,22
SMR,2
EBI-119229,12
CG2681,19
EBI-96424,19
CG1126,2
CG17163,0
EBI-107078,19
CG14712,19
JP,9
EBI-102305,0
CG13285,19
WNT5,6
CDK8,3
SKD,3
CG6897,4
EBI-204445,0
LIS-1,17
EBI-278523,17
NC2ALPHA,28
CG6066,5
CG10550,8
SDT,17
EBI-99044,11
CG4300,19
ARM,3
SSL2,7
CG6769,17
UGP,21
MOL,21
SMOX,17
RBF2,12
MBC,3
CG10710,6
CG14084,9
CG10958,28
CG10621,17
EIF4E-3,2
CG2962,0
CG14053,2
CG32556,0
CG3308,28
CG5959,5
PDI,0
CG12020,0
EBI-144629,6
RASP,17
DEBB,15
CG10882,0
CG13405,6
CG5846,7
EBI-88617,7
CG11985,6
EBI-193853,10
CG1531,17
PLI,0
RPL34B,0
RIN,19
CG15198,10
CG30327,17
ENDOA,28
LSP1BETA,3
UNR,19
CG6324,24
CG2811,6
CG6719,32
ECT4,6
EBI-496850,17
COMM3,15
FAS1,15
CG8993,2
SYX1A,9
KST,3
CG11885,8
CALPB,8
EBI-130492,22
CG11699,24
EBI-183485,24
EBI-168236,5
EBI-163201,24
TAF6,12
EBI-499029,17
CG3085,6
HIS2AV,17
EBI-165735,0
EBI-193421,6
PNUTS,15
EBI-181429,21
CG4221,2
CG7003,6
CG4168,23
CG2453,23
EBI-102558,5
CG17302,38
MRPS22,38
EBI-183763,6
EBI-262271,21
CPR12A,8
NINAA,0
CG16984,0
CG7922,2
D12,28
CG4603,0
L(1)G0003,12
HRB27C,5
CG14961,6
EBI-132318,6
RPL10AB,6
CG13865,8
CG10426,17
CG32105,8
FIB,8
CG11723,3
EYG,6
EBI-205338,6
MRG15,2
CG6985,6
CG4306,4
GYCBETA100B,3
CG12703,19
EBI-458912,2
CG5640,4
EBI-115418,15
CG13721,0
CAP-H2,2
EBI-97031,6
EBI-197238,19
CG5380,6
NAP1,17
CG9619,15
MICAL,2
CG6497,32
NOI,6
EBI-115372,17
SD,17
EBI-197780,5
CG33692,5
EBI-169869,17
L(2)06225,9
CG13617,9
CG1268,11
CG33967,21
HTH,3
EA,22
GD,22
CG7215,12
CG16985,22
CG6191,2
CG3973,17
CG3287,9
CG12082,17
CG7715,17
CG4294,17
CG11345,3
EBI-89434,22
CG10014,24
CG6290,6
EBI-141947,28
EBI-130134,6
CG11349,6
RPL36A,6
CG3517,19
PFRX,8
KAP-ALPHA3,6
DIF,22
REL,22
CG6332,28
SOFE,6
CG7512,23
EBI-199701,19
GCL,17
EBI-224053,17
CG14302,6
EBI-165218,21
CG3160,2
EBI-140532,2
EBI-458616,2
CG12081,12
L(3)82FD,3
MYS,2
TRN-SR,17
POE,10
NRV1,7
CG10433,6
CG17233,0
GEM,6
CG31665,17
PROSALPHA7,7
CG4707,7
CG5645,24
CG14569,24
EBI-123443,24
EBI-196108,6
HEL89B,19
TTH,6
CG11008,9
EBI-133419,0
GOGO,29
E23,2
CG14684,2
OTU,17
RPL32,24
EBI-102459,21
SZAR,4
JAFRAC2,17
EY,22
PB,22
CG15262,28
IP3K2,19
ERP60,2
CG16787,0
IRBP,2
EBI-196335,17
L(3)03670,17
PNGASE,6
EBI-187464,4
CG17360,6
CORA,17
CG11902,6
CG13656,6
EBI-129477,0
CG14183,24
EBI-166770,6
EIF2B-DELTA,27
CP16,19
CYT-B5-R,8
NC73EF,15
CG13731,0
CG13679,4
CG10098,19
CG1542,29
CG7993,29
CG9588,7
CG7257,7
RAN-LIKE,11
RPL28,19
CG9769,0
CG7196,8
ANCE,8
CG31156,3
FS(1)H,3
GSTD6,8
CG9597,6
CG14627,2
CG9471,6
EBI-132050,6
CG18266,6
EBI-173665,6
EBI-140174,22
CG12701,19
CG34410,19
EBI-149047,24
CDASE,21
L(2)34FA,19
UBCD4,19
CG7916,11
CG4877,6
CG7966,6
ULP1,17
MEN,24
CG6470,6
EBI-93158,6
CG7242,6
CG9938,6
EBI-389394,21
CG9577,5
TRAF2,5
MIO,6
EBI-157547,11
CG5062,6
INT6,8
EBI-85123,19
MOR,10
CG11141,2
BICC,0
CG4802,8
CG16995,8
PC,12
PSC,12
SNR1,10
GLUT1,19
CG1523,17
CG6686,8
CG14544,4
CG9596,4
TFAM,2
CG13811,1
CG11854,1
MAGO,11
CG5537,6
CG31008,19
CG31523,24
EBI-169919,17
CG9576,17
CG3708,0
GAP69C,0
CG11526,6
CG5877,6
CG13070,3
CG7290,3
CG11878,10
UBI-P5E,7
CPB,19
EBI-181781,6
CG31357,6
BZD,6
CG14894,0
CG4289,24
EBI-1627441,2
EBI-93203,19
CP36,0
CG9890,4
MRPL39,0
JANB,4
CG6675,4
CCP84AF,1
CG1124,1
CG9368,0
RM62,5
CG11523,2
CG9791,2
EBI-162579,0
CG4287,0
CG13671,19
CG34353,0
CPR73D,0
EBI-176390,0
EBI-203567,6
UGT,22
HLHMBETA,23
EBI-84773,4
OHO23B,6
CG33099,0
LCP1,0
CG10804,9
CRY,3
PAK3,3
CG12728,5
EBI-90766,22
CDEP,24
EBI-82596,2
EBI-175680,0
CG4751,4
EC,15
ART4,0
CG6637,19
T-CP1,28
EBI-89655,28
CG8668,0
ECSIT,8
CG13407,1
CG13343,1
RPB4,6
TEKTIN-C,25
CG5613,24
TWE,2
DHFR,5
CG5674,6
EBI-186330,19
CG5382,6
EBI-277738,6
CG2213,19
CG13001,6
OR56A,19
CG11964,6
C12.1,6
CG16904,6
YIP7,8
JAR,11
CG2241,6
EBI-142941,6
CG17829,7
CG1544,19
CG13046,0
EBI-192699,19
RAB1,9
CG11570,5
LOCO,5
EMP,3
EBI-127260,4
CG5780,7
NONA-L,2
GBB,28
SPS2,0
EBI-235265,6
EBI-160861,6
EBI-170625,21
EBI-147569,21
RPL22,17
SHU,24
MED6,3
ROBL62A,1
CG10834,1
EBI-89179,3
CDC27,17
LA,19
EBI-147579,6
EBI-172533,0
TSC1,6
GATAD2A,12
EBI-522090,12
DSOR1,3
CG13004,5
EIF-5A,6
D,17
TOC,11
CG14619,2
EBI-124888,6
PKCDELTA,15
DRP1,4
CG11092,3
SUN,8
RPL31,6
HBS1,6
PELO,6
CG17824,19
CG2076,21
SPN4,8
IAL,12
CG3835,3
CMET,5
EBI-244773,0
CG7879,6
VIR,24
BLW,2
SU(R),19
L(1)G0269,6
MMD,0
SIR2,23
CG4854,6
NEU2,6
CG18417,28
PH-P,12
EBI-124805,29
CG12190,3
CG15803,24
EBI-239830,24
IMPL3,11
CCP84AB,0
CG14786,0
CG14087,19
AGO2,5
PH-D,12
TEQUILA,9
EBI-198442,12
CG33129,17
DPR9,17
CG14909,4
EBI-106794,8
CG15916,8
CG11376,9
BAP,22
PES,27
CG11337,6
MTR3,4
CSL4,4
EBI-124919,19
CG31562,19
CG31120,19
PDH,19
CG11762,24
EBI-122157,6
EBI-86351,21
CG10777,19
GLD,0
ZYX102EF,0
CG14005,8
PROSBETA5R1,7
CG12000,7
L(2)35BG,5
NKD,22
CG12452,19
SIF,22
CG16812,6
EBI-197428,6
CG10158,6
GAPDH1,4
HIS2A:CG31618,12
LKB1,17
CG8683,28
CG30393,17
SYT,9
CG17110,39
CAH2,39
IM2,28
CG7065,0
CG3184,2
PRAT2,2
MUB,19
CG16888,8
EBI-198509,12
CG7126,3
CG14464,6
CG4845,3
GOLGIN84,6
CG15740,24
CG4623,27
EBI-155002,27
FBL,0
EBI-219196,0
RPL3,17
UZIP,19
KLP59C,8
CG13636,19
CG7886,19
CG17273,22
CG11753,11
CG10590,11
CG3868,17
CG13044,0
CG18228,0
EBI-156272,7
CG13005,6
EBI-163297,24
FIT2,24
CG9705,24
BCL9,3
PYGO,3
SELD,6
OC,17
ATPSYN-D,6
SA,9
CG2082,9
PCM,6
CG9757,9
ACP95EF,27
CG17440,19
MSP-300,10
ESC,12
ATTB,0
CG16953,17
CHINMO,17
CG13779,6
CCS,19
EBI-135847,0
ZN72D,23
EBI-185028,12
EBI-188453,2
RPL26,28
CLP,19
CG13312,19
VINC,0
EBI-148231,0
CG4334,19
PAD,17
KEL,6
UEV1A,21
EBI-254805,21
CG31163,19
TRIP1,0
CG6444,29
CG9875,17
EBI-195439,17
CG5508,9
MTM,9
CG31534,19
SAP-R,17
NACALPHA,5
CG15032,19
EBI-132836,6
P58IPK,6
CG3279,9
CG12229,24
CG15549,6
CG15546,4
NOMPB,0
CG10869,0
CG8121,32
CG14870,7
PABP2,7
NCD,1
CG33095,21
EBI-109399,19
CG9523,5
PYD3,10
PEB,19
CG9149,3
AOP,19
EBI-202016,19
CG2889,6
26-29-P,0
SNRNP69D,5
CG5656,0
KNI,2
ANXB11,6
EBI-178079,6
CG11334,4
MATS,10
TRC,10
CG32354,6
SCSALPHA,6
CG16833,7
CG15482,7
DAN,2
EBI-159696,2
CG15764,6
CG7387,8
CYP4P1,8
ANT2,19
BOI,8
GSTD4,8
CG6783,8
MST84DD,19
BOCKSBEUTEL,21
BAF,21
EBI-163463,24
CG9609,17
EBI-144422,11
CG14369,0
CG15822,17
CG8925,25
FLII,10
PUT,17
CG6181,2
CG15800,2
SNX6,6
ALPHA-CAT,4
MILT,2
EBI-106054,19
PERITROPHIN-15B,17
DNAPOL-ALPHA180,11
CP7FC,19
JANA,6
D1,0
CG10419,3
CG31304,2
CG31149,6
CG32654,3
MED10,21
EBI-142836,3
CG2658,3
CG10981,6
CG12206,21
RPN5,4
EBI-125769,0
CG3927,8
CG14357,23
ATTA,0
CLIP-190,11
A3-3,11
CG4194,3
ESCL,12
E(Z),12
EBI-238554,28
RPL7A,5
PALL,28
CG15578,24
CG7349,6
RSF1,12
EBI-75206,2
UBP64E,12
EBI-155731,0
SSL1,19
EBI-167209,6
EBI-145669,6
CG15395,6
CG9967,2
CG14818,6
JAFRAC1,0
CG15479,7
EBI-188486,7
CG5471,0
CG31917,6
CG30430,19
PHKGAMMA,19
CG7110,9
CPR,6
CG8004,6
W,17
AHCY13,7
CG5068,24
CG12301,4
DP,12
CG8743,0
EBI-214451,15
TM1,6
CG10959,6
RAS85D,3
EBI-139956,6
EBI-125283,19
SNRPN,3
EBI-149231,0
CG3176,17
CG14212,21
ND42,21
CG9254,27
CG9531,0
CG5705,0
SCRIB,15
EBI-261103,7
FS(1)YA,19
HIS2B:CG17949,12
CG11560,8
CG5047,4
FWS,2
EBI-158134,4
CG17601,4
EBI-112757,19
CG11752,2
CG11029,7
EIF5,24
CG4896,6
CG1890,1
EBI-116684,1
MET,28
YKI,4
CG15452,6
EBI-190869,10
L(3)73AH,19
CG8833,5
EBI-100834,0
CG6621,11
CG9007,11
EBI-180301,29
CPR11A,0
CG3906,12
CG6175,6
EBI-85338,5
EBI-93349,5
RNRL,24
EBI-96589,0
CG2120,7
SPZ3,0
ALPHA-EST9,15
SHTD,8
CG13913,6
ARP11,21
AC,23
MSTA,7
CG15564,19
CG13700,19
CG4341,7
CG15728,6
CG8239,4
CG14133,6
AG5R2,6
CNX99A,32
TOM70,8
EBI-130214,27
CG7094,6
TRIO,22
CG9631,29
CG2124,29
CG13806,2
CG7029,15
U2AF50,6
DDC,19
OR85F,17
ACP53EA,21
CG10713,21
CG11340,28
CG13689,15
CG30409,15
CG11880,0
CG17726,0
CG34381,0
TINA-1,10
EBI-190703,21
G-IALPHA65A,6
CG10376,28
CG9106,0
CG5043,6
TIG,2
SLBO,12
CG5840,3
FZ,22
WNT2,22
ARP87C,0
EBI-134218,0
CG3934,2
CG3338,6
SOG,19
TLD,19
EBI-136392,0
CDM,17
EBI-145169,6
CRTP,6
CG17896,0
CG14141,6
CG34375,2
CG9072,22
CG15435,22
CG15423,0
CP18,22
TECTONIC,7
KARL,19
CG13962,8
MST57DB,2
EBI-117913,11
CG7044,19
LYSD,0
TANGO12,21
EBI-74904,21
HER,0
CG15459,19
CG3367,19
EBI-123608,4
EBI-177679,22
CG17802,6
CG3683,6
CG10283,24
TK,24
CG1503,11
PEZ,19
EBI-94713,19
EBI-103223,17
EBI-125045,17
EBI-200890,27
SVP,4
CG17744,6
CG15878,17
COREST,8
RACK1,0
CG32647,19
SCRT,24
KTO,3
CG15022,19
CG33115,19
CG1635,6
NUP107,6
CG8173,6
EBI-107152,4
TRXT,6
CG9793,11
CHN,4
CG17737,17
MSK,17
LHR,24
CG10225,11
KAY,7
CG40451,17
ALY,23
CG17003,23
HSP26,22
CG7158,0
NIPSNAP,24
CG6084,28
CG31245,0
SNAP24,9
PTPMEG,0
MST84DB,19
EBI-197476,5
CG14243,0
CG33111,11
CG7146,11
CG5455,11
CG17564,6
MED28,3
HSC70-3,17
YELLOW-G2,0
INDY,24
EBI-105579,6
ADK2,6
NPLP2,8
CG2930,15
CG17387,6
CG13050,0
URO,0
KP78A,17
CG10447,28
EBI-251218,7
EN,6
ZF30C,6
HLH54F,23
CG3939,29
RPS5B,29
EBI-144692,6
CG30492,32
BUR,6
ADF1,6
CG9458,19
MKK4,24
DP1,17
GLT,15
NPC1B,6
CG4360,6
BAB2,0
EBI-90277,0
SPOCK,22
ADE2,9
CG9961,9
EMC,23
CYCB3,0
FTZ,0
CG1702,2
MRPS18B,11
CG3323,6
CG5662,8
CG8774,6
CG9541,6
MPCP,22
CG5823,27
EBI-170183,17
EBI-191968,6
KU80,22
CG13492,19
CG18178,17
AOS1,17
CG31204,2
EBI-190531,19
CG32064,2
SRC42A,19
DAH,6
STA,19
CG3558,3
TSF2,0
CG7202,0
VHA68-1,0
MAGI,0
EBI-136550,6
CG32732,10
CG13081,19
INX7,19
CG2991,3
CG12486,12
FS(2)LTOPP43,6
CG31374,8
CG33205,6
EBI-161985,4
EBI-202571,6
CPO,19
CG9248,2
CG13463,17
HFW,21
CG15152,6
CG33523,6
ST,7
GKT,0
EBI-102413,19
ALPHA-MAN-I,0
CG2051,23
CG5641,23
EBI-148930,6
C(3)G,24
ATPSYN-CF6,24
GR43B,2
RHOGAP1A,2
4EHP,12
CG1041,23
CG4949,19
EBI-115536,19
PP2A-B',3
SCR,3
CG10348,23
ZPR1,27
EBI-106192,11
CG8349,15
ZEELIN1,15
CG13280,27
L(3)01239,32
CG5480,6
EBI-89248,2
CG12124,5
CG3891,0
CG5225,19
EBI-133048,22
EBI-139568,22
GLYP,0
EBI-142645,6
CG10039,6
RAB40,17
VPS16B,19
EBI-100369,5
PXN,27
CG12289,23
CG7335,23
CG15472,6
EBI-182205,17
ASH1,15
CG9715,2
MOD,17
CG15295,12
CG3663,6
EBI-94044,17
CG8290,17
CONA,6
CG12942,2
TASK7,27
CG12734,10
EPH,40
EPHRIN,40
RPL18,19
FZ3,22
CYP303A1,3
CG10703,6
CG31705,24
EBI-156192,3
OBST-E,6
PPV,2
CG7115,8
CG2145,19
B52,6
FZ2,22
WG,22
CG5023,19
CG6199,3
SU(RDGB)69,19
CG2813,19
GLUCLALPHA,4
CG7033,12
CG4164,0
CG5278,0
ATG6,7
EBI-173788,17
CG4476,27
EBI-199441,27
SOCS16D,6
CG31682,19
CG7046,11
TIP60,6
FIBP,8
EBI-177032,2
EBI-186471,29
EBI-99585,6
LDLCP,7
CG7006,24
LIG4,17
ENOK,2
CG6664,6
CG13992,0
CG4857,19
EBI-472156,12
CG7536,6
CG9547,1
IMPE3,10
CG2852,0
EBI-244238,19
CG10428,3
HSF,11
CG13707,11
CG4101,32
DBE,1
EBI-95104,6
OR22A,11
GIP,22
CG13358,0
BALL,17
CG34143,24
FOR,0
EBI-85838,5
CG32365,5
CG14079,19
CG14806,29
GOT2,29
SEP2,2
CG7457,17
OLI,9
CG11718,21
CG8044,24
CG18031,2
CG14614,22
CG4286,19
CG14073,19
UTA,2
CG32793,6
CG7148,2
EIP63E,2
PIF2,2
STAI,19
EBI-132467,32
CG10321,32
CG14899,0
HERP,0
CG6004,12
CBP80,23
SUB,6
ASATOR,15
NOS,21
RHOGEF4,12
EBI-232330,3
NMDA1,0
EBI-151692,4
EBI-188039,6
EBI-191552,0
CG13000,8
CG6488,2
EBI-89267,8
CG2709,6
CG15130,8
CG6726,8
CG13993,6
EBI-124199,6
SRP68,6
CG33127,3
CG8539,24
DIK,22
CG10301,0
CTCF,2
FER3,5
ENDOB,0
CG14333,2
CG1275,9
PROSAP,4
CG8498,0
ACP63F,11
CG8793,17
CG2165,17
FRTZ,15
EBI-101446,8
EBI-207496,15
CG11454,24
CG14773,11
SCGDELTA,11
CG10344,0
JON25BIII,19
MST87F,19
VPS16A,8
EBI-116983,8
CG6415,19
CG1962,2
CG16892,2
IM4,6
PRC,17
SINU,19
CG6767,10
CG16854,11
CG17295,32
ATG5,21
CG5157,22
CG13604,22
CG4804,19
PDE11,19
RAB23,8
RPII18,22
CRB,17
CG10211,19
PGM,11
PTEN,23
ALPHAPS5,29
P38B,17
CG13095,0
EBI-216142,21
EBI-231064,19
CG15087,17
CG3249,17
CG33224,3
CG6724,3
CG14566,6
CG11448,15
BX42,8
EBI-195908,8
CG7441,41
CG17637,41
JUPITER,9
YELLOW-G,6
CG32244,6
CG8500,5
THOC7,6
DM,11
ARR1,6
CG7889,24
CG31648,24
CG1078,0
ND23,8
PPA,3
PRD,3
CG32056,19
PI3K21B,28
LIC,28
EBI-112670,4
CG13043,6
EBI-82408,17
CG8801,6
CG13380,17
POLYBROMO,22
DCR-1,5
RAPGAP1,3
CG33291,2
CG32169,2
PRX2540-1,2
CG5454,0
CG13830,19
FER2LCH,19
CG14881,19
UK114,29
EBI-112154,24
EBI-235748,24
EBI-92956,22
CAPT,0
CYCA,2
RET,2
RPA-70,2
RPL30,6
EBI-125851,0
CG15717,9
TANGO11,6
CG32560,2
CG5602,24
CG13477,6
CG2791,28
BETA-SPEC,10
EBI-195113,2
CG6841,22
ND75,6
CG9784,6
CG31847,11
CG14275,0
CG3091,0
RPS13,0
EP300,12
RAVUS,5
EBI-200569,6
HEX-A,3
CG9993,3
PCD,21
CG5794,3
CG15170,19
L(2)K16918,2
TRPGAMMA,24
TRPL,24
ARGK,19
CG6950,0
CG4040,0
CG4538,4
POMP,6
CG8636,19
EBI-122014,21
CG17841,8
CG13624,6
WAW,17
CG2061,10
CG32694,10
CG17141,12
PGANT3,6
L(1)G0060,17
EBI-109496,22
CG14315,9
CG6683,9
CG6522,17
CG14837,21
CG14443,19
ANGEL,7
L(1)G0144,7
FLN,10
EBI-188698,8
KIF3C,11
CG3173,11
CG14551,6
CKS30A,2
EBI-138419,2
CG34382,11
CG7443,3
CG9467,4
CG5077,17
CG8417,11
EBI-118041,11
FER3HCH,0
NXT1,28
TPI,19
CG4575,2
CORTO,12
CG14383,28
SMG,17
CPR62BC,0
CYP33,15
CG14030,6
CG18269,2
CG14434,15
LEA,3
CG1138,6
CORTACTIN,10
CG14362,1
RANBP9,21
MED,0
FMO-2,19
CG5282,7
BRWD3,17
CG11322,6
EBI-206152,3
CG4203,6
NIPPED-B,6
CG13544,22
RPB11,8
RPII33,8
GYC-89DB,6
CG8031,5
EBI-107066,24
EBI-95719,24
CG14151,2
EBI-418894,17
AUR,2
VAP,2
EBI-82667,24
ATPSYN-B,6
EBI-149162,19
CG11419,6
EBI-183700,24
ZPG,19
USP7,19
TRAX,11
LIP3,2
CG14168,24
SRY-BETA,6
PIP,22
CG7000,22
CG12581,0
LGS,3
MSB1L,4
CG10631,6
CYP309A2,8
LBL,6
VVL,17
L(1)G0156,15
CG12007,7
CG10373,6
CG7940,6
CAKI,3
EBI-86381,11
