node,community
CG13045,1
ACT87E,1
A16,20
CV-C,6
EBI-119012,5
ESG,6
CG8851,8
SEC23,7
EBI-196425,6
CG32711,6
CG7628,17
SLMB,7
ACCOAS,13
EIF-4B,19
EBI-172044,13
CG2097,13
SU(FU),17
CG11148,6
EBI-123236,13
CYCB,1
CG13964,19
CG8326,9
FU,13
CG32138,13
NUF,8
DCP1,14
CG10424,14
MAD,3
CG33936,9
C-CUP,0
PBURS,0
CG18624,13
CG10559,6
CG7048,7
CG5793,7
RECQ4,3
ECR,3
CG17186,3
EBI-181962,19
SIRT4,6
DRS,6
CG14387,3
TAF10,16
AP-50,13
EBI-172996,13
PAN,3
SU(W[A]),7
CG13576,6
CG7920,6
CG34396,7
CG6045,7
CG9246,13
CG4586,1
SAS,1
EBI-458904,3
EBI-101527,16
CG5903,1
CPR100A,1
CG12992,21
CG11286,3
CG13510,3
CG14625,8
CG1622,7
CG15523,13
EBI-134484,6
CG3925,3
EBI-237039,21
CG30421,3
CAF1,16
ERR,6
EBI-147266,13
CG13567,16
MAX,0
EBI-164534,8
CG14829,8
OPA1-LIKE,8
CG31224,13
ARD1,9
EBI-177882,1
CG9416,13
EBI-210182,13
CG7670,8
ALT,8
MED19,8
EBI-176762,8
RLIP,8
CG5804,6
CPR66D,2
EBI-265156,2
CG9925,23
NEP1,23
CG9876,1
CG2233,1
EBI-870796,13
VG,13
PERITROPHIN-15A,1
PROS45,9
RPT1,9
CG11163,14
NPLP1,8
CG10565,17
CG1636,16
CG17154,8
CG9468,19
CG16721,8
CG6196,19
RPLP0,7
DSX,1
RPL38,19
CG11006,1
CG17271,1
CG13047,1
GLI,13
CG31108,8
CG17107,7
CG18284,4
EBI-187422,16
CG3335,12
CPR92F,6
EBI-119728,6
CG3610,8
HK,8
CG7203,13
CG31054,1
CG32584,8
ORK1,8
L(2)37CG,23
EBI-122233,6
SFMBT,13
PGRP-LC,18
CG13041,6
PKA-C3,4
HOP,13
STAT92E,13
CG4830,8
CG31291,8
CG31797,8
CG14149,8
SPN-B,19
CG15524,8
PKC98E,6
ETS97D,0
EBI-221525,1
CG12321,1
CG11899,6
CG13996,2
EBI-168390,13
RPL27,8
MAPK8IP1,9
APPL,9
EBI-99546,19
EBI-205748,19
7B2,8
CG11248,8
CG18854,1
CG14354,12
CG11842,23
CG4022,6
WWOX,14
CG4820,8
CG1461,1
RPS27A,9
EBI-172270,8
CG3321,0
MOD(MDG4),1
EBI-152117,0
EBI-193710,0
CG32428,8
CG7265,7
CG8036,7
CAS,6
KAP-ALPHA1,8
IAP2,13
EBI-194303,13
EBI-202379,7
L(3)J2D3,8
MED26,3
TSG101,19
SC,18
RPL17,1
RAB4,3
CG5913,9
CG15177,1
LYSX,9
SRP54,7
HH,13
SMO,13
CG9902,9
CG18809,9
HEM,1
THR,23
ASX,16
CG18404,0
EBI-190238,19
CG17475,19
ELA,1
EBI-138643,23
EBI-145799,23
CG18764,8
CG5694,8
CG11201,9
CG9232,1
CG33096,8
CG9448,8
BORR,8
ARP66B,13
CG15865,1
EBI-130561,1
EBI-132327,12
CG7860,13
CG5144,5
CG3842,5
CG2247,3
CG13857,1
EBI-189834,8
WNTD,6
CG1553,20
NIPP1,20
CG6854,18
CG9989,1
PEP,1
CG7724,3
SHRB,5
NOC,1
MR,1
EBI-208575,16
FK506-BP2,16
ARC-P34,4
CG6843,7
CG4250,6
EBI-167069,13
CG12721,9
CG17331,9
NURF-38,13
CG5334,8
CG7352,8
ELOA,8
CAF1-180,13
CG9135,1
LCP2,12
CONT,2
CG6793,1
RPS20,1
CG7231,1
RAB11,8
EBI-170192,9
HRP59,9
EBI-226625,0
CG17567,6
RPL12,12
HSP67BA,23
CG17528,23
CG7381,6
CAUP,6
CG12379,6
YP1,6
NC,1
ARK,18
SLIF,13
EBI-190132,8
CG10366,15
EBI-186011,16
RPL37A,6
CG14220,1
CG11893,8
CG11377,19
CG13614,1
EBI-92943,3
CG6425,3
CG9915,3
UFD1-LIKE,3
CG3726,1
EBI-167512,1
CG13667,4
CG14977,1
HSP27,8
CG9130,6
CG14667,8
CG11696,8
VHA36,3
UMBREA,20
DRK,6
PI3K68D,6
CG7518,8
CG13474,8
BUFFY,13
EBI-190963,21
CANB,6
PROSBETA3,9
PROS35,9
CG10806,14
ARR2,6
CAMKII,6
CG14612,7
CG31802,13
CG5591,13
CG6808,19
CG7818,8
CG9297,8
CG12054,11
VIH,1
EBI-130934,8
EBI-147527,1
MHC,16
MYB,16
CSTF-50,1
NPC2,19
CG6523,19
PVF2,6
WOC,13
CG3880,19
CG17327,19
SU(Z)12,16
CHC,8
EBI-197069,8
CG7757,8
EBI-183075,6
VHA55,1
CG15912,6
CG34422,18
GPP,8
ROBL22E,20
EBI-159091,20
MIRO,8
DISCO,6
ODA,8
EBI-140590,1
RPII215,16
EBI-91664,8
ROX8,1
ALDH-III,11
ARF84F,8
EBI-1151669,1
SU(TPL),6
EBI-222860,21
CG2865,3
CG7191,4
CG10336,4
TOY,13
NC2BETA,0
PAV,13
TUM,13
CG3769,8
EBI-187683,3
CG12607,1
TIN,3
EBI-174766,3
EBI-148755,1
CG32425,18
INSV,22
CG11134,14
ROBO,3
SCU,1
AAC11,2
HKL,2
ROP,6
CG31033,9
CG12362,8
CG10600,6
CG5440,1
CG3662,1
CG6416,20
XPAC,3
EBI-125429,3
CG10164,8
EBI-153363,8
EBI-161129,8
CG31122,6
CG14207,1
CG8675,1
KAPPAB-RAS,8
MAGE,4
CG13142,4
CG31244,20
KL-5,23
EBI-156955,6
CG11249,1
CG3942,1
CG10324,7
CG2678,19
ILP7,13
EF1GAMMA,7
E(R),3
MLH1,13
TEH3,8
REG,8
OR2A,12
EBI-218847,6
CG3711,13
CG17556,12
SEQ,3
CG12029,0
CG10754,0
CG33116,1
RHOGAP19D,13
CG3097,13
CG12477,19
EBI-198744,19
ABI,8
ST6GAL,14
CG5802,13
NMT,6
EBI-131530,6
TAF12,4
EBI-198806,4
EBI-131459,19
CG6506,8
CPR78CC,1
LCBP1,19
CG8927,1
CG34383,19
NUP358,0
CG6838,1
DYS,6
EBI-233810,8
CG2774,8
CG4576,2
CG2467,1
CG8188,8
ORG-1,1
DREDD,18
EBI-162173,0
KO,22
EBI-100654,1
DOD,23
PIM,23
RPL36,13
AMA,6
CG5107,20
EBI-185748,20
EBI-136768,8
CG7787,6
CG3838,1
CG13501,6
MLP84B,6
IM10,11
SEV,6
CG12200,8
CYP6A23,20
CG15364,7
CG17836,6
CG4704,19
MTNA,1
EBI-115404,11
CG15690,6
MRPS26,8
NOTCH1,5
CG17510,6
EBI-183535,8
CG6447,1
CG9527,7
CG32075,9
TACC,13
EBI-219078,0
CG9319,7
UGT86DA,14
CG17493,13
EBI-850217,9
RIG,3
HR46,3
RPS8,6
CG13067,1
EBI-113289,3
ING3,3
CG18476,3
VIG,18
ART3,18
CKIIALPHA-I1,8
CG15741,8
CG7955,8
CG3797,13
OATP26F,3
CG17776,8
CG13900,3
CG31111,19
CG14250,8
CG4998,8
EBI-205381,8
CG9917,8
DNC,22
EBI-251857,17
EBI-162629,8
ELB,1
CG3618,7
EBI-167906,7
CG4285,6
CG2713,18
EBI-259128,18
CG10462,8
CG15311,7
RPL11,19
FMR1,4
EBI-165604,1
CG8207,1
SLOB,13
RAB3-GAP,1
CG11658,13
ORC4,3
NTF-2,1
SIP2,8
EBI-96370,8
BJ1,6
CG14911,8
UP,6
CG10510,8
CG7056,1
VHAM9.7-2,1
CG9666,0
GTF2F1,15
TFIIFALPHA,15
DMRT99B,2
PHM,20
RPIII128,20
CG5376,8
FKBP59,19
JON65AIV,19
CG8177,19
EBI-244104,7
NEP3,3
CG2157,1
CG16978,20
EBI-194042,20
RAB3,1
MSR-110,8
MDR65,1
CG11381,1
JIGR1,9
BGB,3
CG17168,18
EBI-105213,3
EBI-85608,1
CG17325,1
CG15772,0
RIPALPHA,0
EBI-146896,20
CG2608,20
EBI-108714,8
CG13991,3
EBI-100350,12
CG10514,12
CG6163,8
CG9526,6
PYD,8
CG14359,1
ANCE-2,17
CYP316A1,17
CNC,6
CG1943,18
EBI-112513,18
CG32264,1
CG10205,21
CG6185,13
CG18135,6
CG14556,8
EBI-155060,18
CG34404,6
SSRP,16
MTF-1,12
PUC,2
EBI-137887,8
SAMDC,8
CG17283,14
CSN6,19
CG13511,3
SCM,16
CG13883,8
MEI-S332,8
CG12030,1
EBI-197479,8
TOP1,19
TOPORS,19
EBI-132366,1
PATH,1
CG13272,18
CYCD,3
I-T,20
WASP,13
EBI-496253,7
CG13322,4
CG6230,4
EBI-180418,8
PLL,18
EBI-129988,18
SMR,3
EBI-119229,16
CG2681,21
EBI-96424,21
CG1126,3
CG17163,1
EBI-107078,6
CG14712,8
JP,11
EBI-102305,0
CG13285,0
WNT5,8
CDK8,19
SKD,19
CG6897,22
EBI-204445,1
LIS-1,9
EBI-278523,9
NC2ALPHA,8
CG6066,7
CG10550,12
SDT,13
EBI-99044,4
CG4300,4
ARM,18
SSL2,19
CG6769,1
UGP,21
MOL,0
SMOX,18
RBF2,16
MBC,17
CG10710,6
CG14084,7
CG10958,2
CG10621,13
EIF4E-3,3
CG2962,1
CG14053,8
CG32556,18
CG3308,9
CG5959,4
PDI,1
CG12020,1
EBI-144629,9
RASP,13
DEBB,7
CG10882,1
CG13405,8
CG5846,12
EBI-88617,12
CG11985,8
EBI-193853,17
CG1531,19
PLI,1
RPL34B,1
RIN,0
CG15198,19
CG30327,19
ENDOA,2
LSP1BETA,13
UNR,1
CG6324,6
CG2811,8
CG6719,1
ECT4,8
EBI-496850,13
COMM3,12
FAS1,12
CG8993,3
SYX1A,11
KST,19
CG11885,2
CALPB,2
EBI-130492,14
CG11699,7
EBI-183485,13
EBI-168236,19
EBI-163201,19
TAF6,16
EBI-499029,13
CG3085,8
HIS2AV,13
EBI-165735,1
EBI-193421,1
PNUTS,20
EBI-181429,23
CG4221,3
CG7003,8
CG4168,18
CG2453,18
EBI-102558,1
EBI-183763,8
EBI-262271,9
CPR12A,6
NINAA,1
CG16984,19
CG7922,3
D12,2
CG4603,1
L(1)G0003,16
HRB27C,7
CG14961,8
EBI-132318,8
RPL10AB,8
CG13865,7
CG10426,14
CG32105,16
FIB,16
CG11723,9
EYG,6
EBI-205338,8
MRG15,14
CG6985,6
CG4306,11
GYCBETA100B,19
CG12703,6
EBI-458912,3
CG5640,14
EBI-115418,20
CG13721,1
CAP-H2,14
EBI-97031,19
EBI-197238,19
CG5380,6
NAP1,13
CG9619,20
MICAL,3
CG6497,0
NOI,8
EBI-115372,19
SD,13
EBI-197780,8
CG33692,12
EBI-169869,13
L(2)06225,20
CG13617,20
CG1268,0
CG33967,21
HTH,8
EA,18
GD,18
CG7215,0
CG16985,1
CG6191,3
CG3973,13
CG3287,11
CG12082,0
CG7715,13
CG4294,13
CG11345,8
EBI-89434,0
CG10014,19
CG6290,8
EBI-141947,4
EBI-130134,6
CG11349,6
RPL36A,8
CG3517,6
PFRX,6
KAP-ALPHA3,8
DIF,18
REL,18
CG6332,14
SOFE,8
CG7512,18
EBI-199701,6
GCL,1
EBI-224053,16
CG14302,6
EBI-165218,6
CG3160,3
EBI-140532,3
EBI-458616,3
CG12081,16
L(3)82FD,16
MYS,3
TRN-SR,13
POE,12
NRV1,9
CG10433,1
CG17233,1
GEM,8
CG31665,19
PROSALPHA7,9
CG4707,9
CG5645,7
CG14569,7
EBI-123443,7
EBI-196108,8
HEL89B,6
TTH,8
CG11008,1
EBI-133419,4
GOGO,2
E23,3
CG14684,3
OTU,13
RPL32,16
EBI-102459,4
SZAR,4
JAFRAC2,14
EY,13
PB,13
CG15262,1
IP3K2,6
ERP60,3
CG16787,1
IRBP,3
EBI-196335,1
L(3)03670,1
PNGASE,8
EBI-187464,13
CG17360,8
CORA,13
CG11902,8
CG13656,8
EBI-129477,1
CG14183,8
EBI-166770,8
EIF2B-DELTA,15
CP16,6
CYT-B5-R,17
NC73EF,20
CG13731,1
CG13679,13
CG10098,7
CG1542,2
CG7993,2
CG9588,9
CG7257,9
RAN-LIKE,1
RPL28,12
CG9769,1
CG7196,12
ANCE,12
CG31156,13
FS(1)H,13
GSTD6,7
CG9597,7
CG14627,3
CG9471,7
EBI-132050,8
CG18266,8
EBI-173665,8
EBI-140174,16
CG12701,6
CG34410,6
EBI-149047,16
CDASE,0
L(2)34FA,6
UBCD4,6
CG7916,19
CG4877,8
CG7966,1
ULP1,13
MEN,6
CG6470,8
EBI-93158,8
CG7242,8
CG9938,8
EBI-389394,22
CG9577,23
TRAF2,8
MIO,8
EBI-157547,14
CG5062,8
INT6,17
EBI-85123,6
MOR,14
CG11141,3
BICC,13
CG4802,12
CG16995,12
PC,16
PSC,16
SNR1,14
GLUT1,6
CG1523,13
CG6686,6
CG14544,0
CG9596,0
TFAM,3
CG13811,13
CG11854,13
MAGO,22
CG5537,8
CG31008,6
CG31523,8
EBI-169919,1
CG9576,1
CG3708,6
GAP69C,6
CG11526,8
CG5877,8
CG13070,19
CG7290,19
CG11878,12
UBI-P5E,8
CPB,13
EBI-181781,1
CG31357,8
BZD,8
CG14894,1
CG4289,18
EBI-1627441,3
EBI-93203,6
CP36,1
CG9890,1
MRPL39,1
JANB,12
CG6675,12
CCP84AF,23
CG1124,23
CG9368,8
RM62,4
CG11523,3
CG9791,3
EBI-162579,13
CG4287,13
CG13671,1
CG34353,1
CPR73D,1
EBI-176390,1
EBI-203567,8
UGT,13
HLHMBETA,18
EBI-84773,13
OHO23B,8
CG33099,1
LCP1,21
CG10804,11
CRY,13
PAK3,16
CG12728,7
EBI-90766,16
CDEP,19
EBI-82596,3
EBI-175680,1
CG4751,19
EC,20
ART4,6
CG6637,20
T-CP1,7
EBI-89655,1
CG8668,1
ECSIT,8
CG13407,23
CG13343,23
RPB4,8
TEKTIN-C,3
CG5613,9
TWE,3
DHFR,7
CG5674,1
EBI-186330,1
CG5382,8
EBI-277738,8
CG2213,6
CG13001,8
OR56A,23
CG11964,8
C12.1,8
CG16904,6
YIP7,6
JAR,14
CG2241,8
EBI-142941,8
CG17829,9
CG1544,12
CG13046,1
EBI-192699,7
RAB1,11
CG11570,7
LOCO,7
EMP,9
EBI-127260,11
CG5780,9
NONA-L,3
GBB,13
SPS2,1
EBI-235265,1
EBI-160861,8
EBI-170625,18
EBI-147569,18
RPL22,13
SHU,8
MED6,4
ROBL62A,2
CG10834,2
EBI-89179,0
CDC27,19
LA,19
EBI-147579,6
EBI-172533,1
TSC1,8
GATAD2A,7
EBI-522090,7
DSOR1,13
CG13004,19
EIF-5A,7
D,13
TOC,0
CG14619,3
EBI-124888,8
PKCDELTA,20
DRP1,8
CG11092,8
SUN,5
RPL31,13
HBS1,8
PELO,8
CG17824,6
CG2076,13
SPN4,6
IAL,21
CG3835,19
CMET,14
EBI-244773,1
CG7879,1
VIR,13
BLW,8
SU(R),6
L(1)G0269,6
MMD,1
SIR2,18
CG4854,20
NEU2,8
CG18417,16
PH-P,16
EBI-124805,14
CG12190,0
CG15803,8
EBI-239830,13
IMPL3,0
CCP84AB,1
CG14786,1
CG14087,6
AGO2,4
PH-D,16
TEQUILA,4
EBI-198442,4
CG33129,0
DPR9,16
CG14909,13
EBI-106794,9
CG15916,9
CG11376,11
BAP,21
PES,15
CG11337,8
MTR3,5
CSL4,5
EBI-124919,6
CG31562,6
CG31120,3
PDH,3
CG11762,19
EBI-122157,8
EBI-86351,4
CG10777,1
GLD,1
ZYX102EF,1
CG14005,18
PROSBETA5R1,9
CG12000,9
L(2)35BG,4
NKD,7
CG12452,6
SIF,18
CG16812,8
EBI-197428,8
CG10158,22
GAPDH1,8
HIS2A:CG31618,7
LKB1,9
CG8683,2
CG30393,19
SYT,11
IM2,0
CG7065,13
CG3184,3
PRAT2,3
MUB,6
CG16888,6
EBI-198509,7
CG7126,8
CG14464,6
CG4845,0
GOLGIN84,8
CG15740,19
CG4623,1
EBI-155002,1
FBL,16
EBI-219196,1
RPL3,13
UZIP,6
KLP59C,12
CG13636,8
CG7886,8
CG17273,18
CG11753,23
CG10590,23
CG3868,13
CG13044,1
CG18228,1
EBI-156272,14
CG13005,8
EBI-163297,8
FIT2,19
CG9705,19
BCL9,18
PYGO,18
SELD,8
OC,13
ATPSYN-D,8
SA,20
CG2082,20
PCM,6
CG9757,17
ACP95EF,17
CG17440,6
MSP-300,19
ESC,16
ATTB,1
CG16953,16
CHINMO,13
CG13779,8
CCS,1
EBI-135847,1
ZN72D,2
EBI-185028,7
EBI-188453,3
RPL26,6
CLP,6
CG13312,6
VINC,1
EBI-148231,1
CG4334,21
PAD,13
KEL,8
UEV1A,4
EBI-254805,13
CG31163,7
TRIP1,1
CG6444,12
CG9875,13
EBI-195439,13
CG5508,21
MTM,21
CG31534,19
SAP-R,19
NACALPHA,4
CG15032,6
EBI-132836,6
P58IPK,6
CG3279,11
CG12229,19
CG15549,8
CG15546,18
NOMPB,1
CG10869,15
CG8121,7
CG14870,23
PABP2,15
NCD,2
CG33095,13
EBI-109399,6
CG9523,19
PYD3,14
PEB,6
CG9149,16
AOP,12
EBI-202016,6
CG2889,8
26-29-P,1
SNRNP69D,4
CG5656,7
KNI,3
ANXB11,8
EBI-178079,8
CG11334,11
MATS,8
TRC,8
CG32354,8
SCSALPHA,21
CG16833,9
CG15482,9
DAN,3
EBI-159696,3
CG15764,8
CG7387,12
CYP4P1,12
ANT2,7
BOI,12
GSTD4,12
CG6783,12
MST84DD,6
BOCKSBEUTEL,8
BAF,8
EBI-163463,6
CG9609,8
EBI-144422,0
CG14369,1
CG15822,13
CG8925,23
FLII,16
PUT,13
CG6181,3
CG15800,3
SNX6,8
ALPHA-CAT,6
MILT,3
EBI-106054,6
PERITROPHIN-15B,20
DNAPOL-ALPHA180,13
CP7FC,1
JANA,8
D1,1
CG10419,1
CG31304,3
CG31149,8
CG32654,16
MED10,4
EBI-142836,16
CG2658,16
CG10981,8
CG12206,19
RPN5,14
EBI-125769,1
CG3927,18
CG14357,18
ATTA,1
CLIP-190,14
A3-3,14
CG4194,0
ESCL,16
E(Z),16
EBI-238554,6
RPL7A,19
PALL,22
CG15578,8
CG7349,1
RSF1,7
EBI-75206,3
UBP64E,4
EBI-155731,1
SSL1,23
EBI-167209,8
EBI-145669,8
CG15395,8
CG9967,3
CG14818,8
JAFRAC1,15
CG15479,23
EBI-188486,23
CG5471,1
CG31917,8
CG30430,6
PHKGAMMA,6
CG7110,11
CPR,6
CG8004,4
W,13
AHCY13,23
CG5068,13
CG12301,18
DP,16
CG8743,16
EBI-214451,19
TM1,8
CG10959,8
RAS85D,13
EBI-139956,6
EBI-125283,6
SNRPN,1
EBI-149231,6
CG3176,16
CG14212,9
ND42,9
CG9254,12
CG9531,1
CG5705,1
SCRIB,13
EBI-261103,9
FS(1)YA,7
HIS2B:CG17949,7
CG11560,8
CG5047,5
FWS,3
EBI-158134,22
CG17601,22
EBI-112757,20
CG11752,3
CG11029,18
EIF5,16
CG4896,8
CG1890,4
EBI-116684,4
MET,2
YKI,14
CG15452,8
EBI-190869,19
L(3)73AH,16
CG8833,7
EBI-100834,1
CG6621,14
CG9007,14
EBI-180301,2
CPR11A,1
CG3906,16
CG6175,6
EBI-85338,3
EBI-93349,13
RNRL,18
EBI-96589,1
CG2120,9
SPZ3,1
ALPHA-EST9,20
SHTD,8
CG13913,8
ARP11,6
AC,18
MSTA,13
CG15564,6
CG13700,6
CG4341,17
CG15728,8
CG8239,13
CG14133,8
AG5R2,8
CNX99A,0
TOM70,16
EBI-130214,15
CG7094,8
TRIO,1
CG9631,1
CG2124,1
CG13806,3
CG7029,20
U2AF50,1
DDC,6
OR85F,19
ACP53EA,4
CG10713,23
CG11340,14
CG13689,18
CG30409,20
CG11880,1
CG17726,1
CG34381,1
TINA-1,23
EBI-190703,23
G-IALPHA65A,8
CG10376,14
CG9106,1
CG5043,8
TIG,13
SLBO,4
CG5840,16
FZ,21
WNT2,21
ARP87C,16
EBI-134218,16
CG3934,3
CG3338,8
SOG,6
TLD,13
EBI-136392,8
CDM,13
EBI-145169,8
CRTP,6
CG17896,1
CG14141,8
CG34375,3
CG9072,8
CG15435,8
CG15423,1
CP18,16
TECTONIC,23
KARL,8
CG13962,12
MST57DB,3
EBI-117913,13
CG7044,6
LYSD,1
TANGO12,4
EBI-74904,4
HER,1
CG15459,8
CG3367,1
EBI-123608,5
EBI-177679,19
CG17802,8
CG3683,8
CG10283,7
TK,9
CG1503,19
PEZ,6
EBI-94713,6
EBI-103223,13
EBI-125045,13
EBI-200890,1
SVP,3
CG17744,8
CG15878,4
COREST,12
RACK1,1
CG32647,6
SCRT,21
KTO,19
CG15022,6
CG33115,6
CG1635,8
NUP107,8
CG8173,8
EBI-107152,11
TRXT,8
CG9793,13
CHN,13
CG17737,13
MSK,6
LHR,20
CG10225,6
KAY,9
CG40451,13
ALY,2
CG17003,2
HSP26,13
CG7158,1
NIPSNAP,7
CG6084,22
CG31245,1
SNAP24,11
PTPMEG,19
MST84DB,6
EBI-197476,11
CG14243,1
CG33111,0
CG7146,14
CG5455,14
CG17564,8
MED28,4
HSC70-3,19
YELLOW-G2,21
INDY,0
EBI-105579,0
ADK2,0
NPLP2,9
CG2930,8
CG17387,8
CG13050,1
URO,1
KP78A,13
CG10447,0
EBI-251218,23
EN,8
ZF30C,8
HLH54F,18
CG3939,6
RPS5B,6
EBI-144692,8
CG30492,20
BUR,8
ADF1,8
CG9458,22
MKK4,13
DP1,13
GLT,13
NPC1B,6
CG4360,8
BAB2,5
EBI-90277,1
SPOCK,18
ADE2,11
CG9961,11
EMC,18
CYCB3,1
FTZ,19
CG1702,3
MRPS18B,6
CG3323,8
CG5662,4
CG8774,8
CG9541,8
MPCP,17
CG5823,17
EBI-170183,13
EBI-191968,8
KU80,18
CG13492,6
CG18178,17
AOS1,17
CG31204,3
EBI-190531,9
CG32064,3
SRC42A,7
DAH,8
STA,6
CG3558,19
TSF2,1
CG7202,19
VHA68-1,19
MAGI,1
EBI-136550,8
CG32732,19
CG13081,4
INX7,6
CG2991,19
CG12486,16
FS(2)LTOPP43,8
CG31374,12
CG33205,8
EBI-161985,18
EBI-202571,8
CPO,6
CG9248,3
CG13463,19
HFW,0
CG15152,8
CG33523,8
ST,19
GKT,1
EBI-102413,6
ALPHA-MAN-I,1
CG2051,2
CG5641,2
EBI-148930,8
C(3)G,18
ATPSYN-CF6,18
GR43B,9
RHOGAP1A,9
4EHP,16
CG1041,18
CG4949,6
EBI-115536,6
PP2A-B',13
SCR,13
CG10348,18
ZPR1,1
EBI-106192,23
CG8349,6
ZEELIN1,8
CG13280,15
L(3)01239,1
CG5480,8
EBI-89248,3
CG12124,19
CG3891,1
CG5225,6
EBI-133048,18
EBI-139568,18
GLYP,6
EBI-142645,8
CG10039,8
RAB40,13
VPS16B,6
EBI-100369,13
PXN,6
CG12289,2
CG7335,2
CG15472,8
EBI-182205,19
ASH1,20
CG9715,3
MOD,9
CG15295,21
CG3663,8
EBI-94044,9
CG8290,13
CONA,8
CG12942,3
TASK7,19
CG12734,19
RPL18,9
FZ3,21
CYP303A1,19
CG10703,8
CG31705,2
EBI-156192,8
OBST-E,6
PPV,3
CG7115,2
CG2145,12
B52,8
FZ2,21
WG,21
CG5023,1
CG6199,19
SU(RDGB)69,6
CG2813,6
GLUCLALPHA,4
CG7033,0
CG4164,1
CG5278,1
ATG6,9
EBI-173788,13
CG4476,4
EBI-199441,4
SOCS16D,8
CG31682,6
CG7046,0
TIP60,8
FIBP,12
EBI-177032,3
EBI-186471,14
EBI-99585,6
LDLCP,9
CG7006,2
LIG4,13
ENOK,3
CG6664,8
CG13992,1
CG4857,6
EBI-472156,16
CG7536,8
CG9547,23
IMPE3,19
CG2852,4
EBI-244238,6
CG10428,19
HSF,1
CG13707,23
CG4101,20
DBE,6
EBI-95104,8
OR22A,17
GIP,7
CG13358,6
BALL,13
CG34143,7
FOR,8
EBI-85838,13
CG32365,13
CG14079,6
CG14806,8
GOT2,8
SEP2,9
CG7457,13
OLI,11
CG11718,13
CG8044,20
CG18031,3
CG14614,16
CG4286,4
CG14073,4
UTA,3
CG32793,1
CG7148,3
EIP63E,3
PIF2,3
STAI,6
EBI-132467,7
CG10321,7
CG14899,4
HERP,4
CG6004,16
CBP80,18
SUB,8
ASATOR,20
NOS,0
RHOGEF4,16
EBI-232330,9
NMDA1,1
EBI-151692,14
EBI-188039,11
EBI-191552,1
CG13000,17
CG6488,3
EBI-89267,12
CG2709,8
CG15130,12
CG6726,12
CG13993,7
EBI-124199,8
SRP68,8
CG33127,19
CG8539,16
DIK,16
CG10301,15
CTCF,3
FER3,6
ENDOB,8
CG14333,3
CG1275,11
PROSAP,13
CG8498,5
ACP63F,1
CG8793,1
CG2165,1
FRTZ,20
EBI-101446,12
EBI-207496,20
CG11454,7
CG14773,4
SCGDELTA,4
CG10344,7
JON25BIII,6
MST87F,6
VPS16A,9
EBI-116983,9
CG6415,3
CG1962,3
CG16892,3
IM4,8
PRC,19
SINU,19
CG6767,1
CG16854,19
CG17295,0
ATG5,9
CG5157,18
CG13604,18
CG4804,6
PDE11,6
RAB23,12
RPII18,2
CRB,13
CG10211,6
PGM,19
PTEN,2
ALPHAPS5,14
P38B,9
CG13095,1
EBI-216142,18
EBI-231064,6
CG15087,8
CG3249,8
CG33224,13
CG6724,9
CG14566,8
CG11448,9
BX42,5
EBI-195908,5
JUPITER,4
YELLOW-G,8
CG32244,8
CG8500,11
THOC7,8
DM,0
ARR1,8
CG7889,2
CG31648,2
CG1078,6
ND23,5
PPA,19
PRD,19
CG32056,3
PI3K21B,2
LIC,2
EBI-112670,4
CG13043,8
EBI-82408,19
CG8801,8
CG13380,13
POLYBROMO,19
DCR-1,4
RAPGAP1,19
CG33291,1
CG32169,3
PRX2540-1,3
CG5454,1
CG13830,6
FER2LCH,8
CG14881,9
UK114,19
EBI-112154,19
EBI-235748,19
EBI-92956,18
CAPT,1
CYCA,3
RET,3
RPA-70,3
RPL30,23
EBI-125851,1
CG15717,11
TANGO11,8
CG32560,3
CG5602,19
CG13477,8
CG2791,14
BETA-SPEC,19
EBI-195113,3
CG6841,21
ND75,8
CG9784,8
CG31847,19
CG14275,1
CG3091,6
RPS13,6
EP300,7
RAVUS,4
EBI-200569,1
HEX-A,13
CG9993,13
PCD,23
CG5794,19
CG15170,6
L(2)K16918,0
TRPGAMMA,19
TRPL,19
ARGK,12
CG6950,7
CG4040,7
CG4538,13
POMP,8
CG8636,6
EBI-122014,4
CG17841,8
CG13624,8
WAW,13
CG2061,12
CG32694,12
CG17141,5
PGANT3,8
L(1)G0060,13
EBI-109496,0
CG14315,15
CG6683,15
CG6522,13
CG14837,0
CG14443,0
ANGEL,17
L(1)G0144,14
FLN,16
EBI-188698,9
KIF3C,23
CG3173,23
CG14551,16
CKS30A,3
EBI-138419,3
CG34382,0
CG7443,8
CG9467,14
CG5077,13
CG8417,17
EBI-118041,17
FER3HCH,1
NXT1,2
TPI,6
CG4575,3
CORTO,16
CG14383,8
SMG,9
CPR62BC,1
CYP33,20
CG14030,6
CG18269,3
CG14434,13
LEA,22
CG1138,8
CORTACTIN,8
CG14362,23
RANBP9,4
MED,1
FMO-2,7
CG5282,23
BRWD3,13
CG11322,8
EBI-206152,16
CG4203,8
NIPPED-B,8
CG13544,20
RPB11,6
RPII33,6
GYC-89DB,6
CG8031,19
EBI-107066,8
EBI-95719,8
CG14151,3
EBI-418894,7
AUR,3
VAP,3
EBI-82667,19
ATPSYN-B,8
EBI-149162,8
CG11419,8
EBI-183700,8
ZPG,6
USP7,1
TRAX,16
LIP3,3
CG14168,0
SRY-BETA,8
PIP,21
CG7000,21
CG12581,14
LGS,18
MSB1L,12
CG10631,8
CYP309A2,12
